iter	Passed	Remaining
1664	78063	156362
1665	78108	156310
1666	78151	156256
1667	78198	156209
1668	78248	156168
1669	78298	156127
1670	78342	156076
1671	78389	156029
1672	78434	155978
1673	78480	155928
1674	78525	155879
1675	78569	155827
1676	78614	155776
1677	78661	155729
1678	78705	155676
1679	78753	155632
1680	78798	155581
1681	78845	155535
1682	78892	155487
1683	78937	155437
1684	78984	155390
1685	79029	155339
1686	79072	155285
1687	79116	155233
1688	79162	155185
1689	79206	155132
1690	79255	155089
1691	79301	155040
1692	79348	154995
1693	79395	154947
1694	79441	154898
1695	79486	154848
1696	79529	154794
1697	79576	154748
1698	79621	154697
1699	79664	154643
1700	79708	154590
1701	79752	154537
1702	79797	154486
1703	79840	154433
1704	79889	154389
1705	79937	154346
1706	79983	154297
1707	80037	154263
1708	80085	154219
1709	80131	154171
1710	80179	154126
1711	80224	154075
1712	80272	154030
1713	80318	153981
1714	80363	153933
1715	80407	153880
1716	80457	153839
1717	80502	153789
1718	80547	153738
1719	80591	153686
1720	80635	153633
1721	80680	153583
1722	80725	153532
1723	80769	153479
1724	80815	153431
1725	80861	153383
1726	80907	153335
1727	80951	153282
1728	80995	153231
1729	81039	153177
1730	81083	153126
1731	81130	153079
1732	81174	153028
1733	81220	152979
1734	81267	152933
1735	81314	152886
1736	81369	152855
1737	81420	152816
1738	81465	152765
1739	81508	152711
1740	81552	152658
1741	81603	152619
1742	81649	152571
1743	81696	152524
1744	81740	152473
1745	81786	152425
1746	81829	152370
1747	81874	152319
1748	81920	152270
1749	81965	152221
1750	82010	152171
1751	82055	152122
1752	82102	152073
1753	82148	152026
1754	82193	151975
1755	82240	151930
1756	82287	151882
1757	82330	151828
1758	82374	151776
1759	82421	151729
1760	82465	151678
1761	82515	151637
1762	82603	151666
1763	82647	151613
1764	82689	151559
1765	82736	151512
1766	82783	151465
1767	82827	151413
1768	82869	151358
1769	82917	151313
1770	82964	151266
1771	83009	151216
1772	83054	151165
1773	83099	151116
1774	83144	151066
1775	83194	151024
1776	83239	150974
1777	83286	150926
1778	83333	150881
1779	83379	150831
1780	83425	150783
1781	83469	150731
1782	83515	150684
1783	83562	150637
1784	83615	150602
1785	83664	150558
1786	83713	150515
1787	83760	150468
1788	83804	150417
1789	83849	150366
1790	83892	150313
1791	83937	150262
1792	83979	150207
1793	84023	150154
1794	84067	150103
1795	84111	150052
1796	84157	150002
1797	84202	149953
1798	84245	149900
1799	84289	149847
1800	84338	149804
1801	84385	149757
1802	84431	149710
1803	84475	149657
1804	84522	149611
1805	84565	149559
1806	84609	149505
1807	84655	149458
1808	84701	149409
1809	84746	149360
1810	84794	149315
1811	84845	149275
1812	84893	149231
1813	84943	149189
1814	84993	149148
1815	85039	149099
1816	85085	149052
1817	85134	149008
1818	85183	148965
1819	85229	148917
1820	85275	148869
1821	85318	148816
1822	85362	148764
1823	85408	148715
1824	85452	148664
1825	85496	148611
1826	85539	148558
1827	85582	148505
1828	85628	148456
1829	85672	148405
1830	85717	148354
1831	85762	148305
1832	85806	148253
1833	85853	148207
1834	85900	148161
1835	85944	148108
1836	85988	148057
1837	86034	148008
1838	86080	147960
1839	86127	147914
1840	86172	147865
1841	86217	147815
1842	86262	147764
1843	86307	147714
1844	86351	147663
1845	86395	147612
1846	86442	147565
1847	86490	147520
1848	86536	147472
1849	86583	147425
1850	86629	147377
1851	86675	147329
1852	86721	147282
1853	86765	147230
1854	86812	147182
1855	86856	147132
1856	86901	147082
1857	86949	147037
1858	86994	146988
1859	87041	146940
1860	87084	146887
1861	87130	146839
1862	87173	146786
1863	87221	146741
1864	87266	146691
1865	87313	146645
1866	87357	146593
1867	87400	146540
1868	87444	146490
1869	87493	146446
1870	87537	146394
1871	87582	146345
1872	87626	146293
1873	87673	146246
1874	87717	146195
1875	87762	146146
1876	87809	146100
1877	87853	146049
1878	87897	145996
1879	87941	145945
1880	87984	145893
1881	88030	145845
1882	88076	145795
1883	88123	145749
1884	88169	145702
1885	88218	145658
1886	88266	145614
1887	88312	145566
1888	88361	145523
1889	88409	145478
1890	88455	145429
1891	88498	145377
1892	88542	145325
1893	88586	145274
1894	88630	145223
1895	88674	145171
1896	88720	145123
1897	88763	145071
1898	88805	145016
1899	88848	144963
1900	88895	144917
1901	88940	144867
1902	88983	144814
1903	89027	144762
1904	89070	144710
1905	89113	144657
1906	89158	144608
1907	89204	144559
1908	89249	144510
1909	89294	144461
1910	89338	144410
1911	89381	144356
1912	89424	144303
1913	89470	144255
1914	89519	144212
1915	89568	144169
1916	89612	144118
1917	89657	144068
1918	89702	144018
1919	89747	143969
1920	89794	143922
1921	89839	143873
1922	89886	143827
1923	89931	143777
1924	89977	143730
1925	90024	143684
1926	90070	143635
1927	90114	143585
1928	90162	143539
1929	90207	143490
1930	90253	143442
1931	90298	143392
1932	90343	143343
1933	90388	143293
1934	90433	143244
1935	90478	143194
1936	90524	143147
1937	90570	143098
1938	90620	143057
1939	90668	143012
1940	90713	142963
1941	90757	142912
1942	90805	142868
1943	90853	142823
1944	90897	142772
1945	90940	142719
1946	90985	142669
1947	91030	142620
1948	91073	142567
1949	91119	142519
1950	91162	142467
1951	91206	142416
1952	91251	142366
1953	91294	142315
1954	91342	142269
1955	91389	142224
1956	91440	142183
1957	91492	142144
1958	91541	142102
1959	91586	142052
1960	91632	142003
1961	91680	141960
1962	91730	141917
1963	91774	141867
1964	91820	141820
1965	91867	141772
1966	91911	141722
1967	91955	141671
1968	92003	141625
1969	92046	141574
1970	92090	141522
1971	92135	141473
1972	92181	141425
1973	92230	141382
1974	92274	141332
1975	92319	141281
1976	92366	141236
1977	92414	141191
1978	92459	141142
1979	92503	141090
1980	92548	141041
1981	92594	140993
1982	92641	140947
1983	92688	140900
1984	92738	140859
1985	92788	140817
1986	92839	140778
1987	92892	140741
1988	92943	140700
1989	92992	140657
1990	93040	140611
1991	93089	140568
1992	93134	140519
1993	93177	140467
1994	93223	140419
1995	93267	140368
1996	93310	140316
1997	93357	140269
1998	93402	140220
1999	93447	140171
2000	93492	140121
2001	93537	140073
2002	93585	140028
2003	93633	139982
2004	93677	139931
2005	93723	139883
2006	93769	139837
2007	93816	139790
2008	93860	139739
2009	93903	139687
2010	93946	139635
2011	93992	139587
2012	94040	139542
2013	94087	139496
2014	94132	139446
2015	94175	139395
2016	94219	139343
2017	94269	139301
2018	94316	139256
2019	94362	139207
2020	94412	139166
2021	94462	139124
2022	94511	139080
2023	94558	139035
2024	94606	138989
2025	94650	138939
2026	94696	138891
2027	94743	138844
2028	94788	138795
2029	94841	138757
2030	94889	138713
2031	94934	138664
2032	94983	138620
2033	95027	138570
2034	95077	138528
2035	95124	138481
2036	95172	138436
2037	95218	138389
2038	95263	138339
2039	95312	138296
2040	95396	138304
2041	95439	138252
2042	95483	138201
2043	95530	138154
2044	95576	138106
2045	95619	138055
2046	95664	138004
2047	95708	137955
2048	95754	137906
2049	95799	137857
2050	95844	137808
2051	95893	137765
2052	95942	137722
2053	95990	137676
2054	96039	137632
2055	96085	137585
2056	96134	137541
2057	96182	137497
2058	96227	137447
2059	96273	137399
2060	96317	137349
2061	96362	137300
2062	96407	137251
2063	96453	137203
2064	96499	137155
2065	96543	137105
2066	96587	137053
2067	96630	137002
2068	96674	136951
2069	96718	136901
2070	96763	136852
2071	96806	136800
2072	96850	136749
2073	96897	136703
2074	96942	136653
2075	96986	136602
2076	97028	136550
2077	97077	136506
2078	97123	136458
2079	97171	136414
2080	97223	136373
2081	97269	136327
2082	97318	136283
2083	97369	136241
2084	97420	136201
2085	97467	136155
2086	97512	136106
2087	97559	136060
2088	97608	136017
2089	97656	135971
2090	97703	135924
2091	97750	135878
2092	97796	135830
2093	97844	135786
2094	97893	135742
2095	97941	135697
2096	97987	135650
2097	98035	135605
2098	98087	135565
2099	98136	135521
2100	98180	135471
2101	98225	135422
2102	98273	135376
2103	98322	135333
2104	98371	135290
2105	98420	135247
2106	98469	135202
2107	98515	135155
2108	98563	135110
2109	98609	135062
2110	98651	135009
2111	98696	134959
2112	98741	134910
2113	98783	134858
2114	98827	134807
2115	98872	134758
2116	98917	134709
2117	98963	134662
2118	99010	134614
2119	99053	134563
2120	99098	134514
2121	99144	134466
2122	99187	134414
2123	99233	134366
2124	99277	134316
2125	99321	134266
2126	99365	134216
2127	99411	134168
2128	99458	134121
2129	99504	134073
2130	99549	134025
2131	99595	133977
2132	99646	133936
2133	99694	133891
2134	99738	133841
2135	99783	133791
2136	99827	133742
2137	99872	133693
2138	99917	133643
2139	99961	133593
2140	100006	133544
2141	100054	133499
2142	100102	133454
2143	100148	133406
2144	100191	133354
2145	100236	133305
2146	100278	133253
2147	100321	133202
2148	100367	133153
2149	100413	133106
2150	100457	133056
2151	100506	133012
2152	100550	132961
2153	100595	132912
2154	100639	132863
2155	100685	132815
2156	100735	132773
2157	100783	132727
2158	100830	132680
2159	100875	132633
2160	100923	132587
2161	100969	132539
2162	101011	132487
2163	101054	132435
2164	101100	132387
2165	101143	132336
2166	101187	132286
2167	101235	132241
2168	101282	132195
2169	101329	132148
2170	101377	132103
2171	101425	132058
2172	101471	132011
2173	101518	131964
2174	101565	131917
2175	101610	131869
2176	101656	131822
2177	101703	131775
2178	101749	131727
2179	101796	131681
2180	101844	131636
2181	101890	131589
2182	101940	131546
2183	101985	131497
2184	102033	131452
2185	102078	131404
2186	102124	131356
2187	102169	131307
2188	102213	131257
2189	102257	131206
2190	102299	131154
2191	102342	131102
2192	102388	131055
2193	102436	131010
2194	102485	130967
2195	102530	130917
2196	102573	130866
2197	102619	130818
2198	102663	130769
2199	102707	130718
2200	102753	130671
2201	102800	130624
2202	102845	130576
2203	102893	130530
2204	102945	130490
2205	102993	130446
2206	103038	130397
2207	103082	130346
2208	103126	130296
2209	103171	130247
2210	103215	130198
2211	103259	130147
2212	103304	130099
2213	103354	130056
2214	103400	130009
2215	103447	129963
2216	103492	129913
2217	103535	129863
2218	103578	129812
2219	103621	129760
2220	103666	129711
2221	103712	129663
2222	103755	129612
2223	103799	129562
2224	103844	129514
2225	103890	129466
2226	103937	129419
2227	103983	129372
2228	104030	129326
2229	104080	129284
2230	104128	129238
2231	104175	129192
2232	104221	129145
2233	104269	129099
2234	104317	129054
2235	104365	129009
2236	104411	128961
2237	104454	128911
2238	104498	128861
2239	104544	128814
2240	104594	128771
2241	104642	128726
2242	104691	128682
2243	104739	128637
2244	104786	128590
2245	104836	128548
2246	104881	128499
2247	104932	128458
2248	104987	128422
2249	105107	128464
2250	105171	128439
2251	105233	128411
2252	105298	128386
2253	105355	128352
2254	105407	128312
2255	105474	128290
2256	105523	128246
2257	105570	128199
2258	105614	128149
2259	105661	128103
2260	105708	128056
2261	105755	128010
2262	105803	127965
2263	105850	127918
2264	105895	127869
2265	105943	127824
2266	105987	127774
2267	106031	127724
2268	106077	127676
2269	106123	127628
2270	106171	127583
2271	106214	127532
2272	106260	127485
2273	106302	127432
2274	106345	127381
2275	106393	127335
2276	106443	127292
2277	106491	127247
2278	106538	127201
2279	106587	127157
2280	106637	127114
2281	106703	127090
2282	106761	127057
2283	106821	127025
2284	106877	126989
2285	106930	126950
2286	106982	126910
2287	107029	126864
2288	107079	126820
2289	107129	126777
2290	107181	126737
2291	107227	126689
2292	107269	126636
2293	107313	126586
2294	107357	126537
2295	107402	126487
2296	107445	126437
2297	107492	126389
2298	107540	126344
2299	107586	126297
2300	107632	126249
2301	107677	126201
2302	107724	126153
2303	107775	126111
2304	107857	126107
2305	107915	126073
2306	107958	126022
2307	108002	125971
2308	108044	125919
2309	108089	125870
2310	108138	125826
2311	108185	125779
2312	108232	125733
2313	108283	125691
2314	108331	125646
2315	108381	125603
2316	108429	125557
2317	108474	125508
2318	108519	125459
2319	108563	125410
2320	108611	125364
2321	108660	125319
2322	108705	125271
2323	108751	125223
2324	108796	125173
2325	108840	125124
2326	108886	125077
2327	108935	125032
2328	108978	124981
2329	109022	124931
2330	109067	124882
2331	109115	124837
2332	109162	124791
2333	109206	124740
2334	109252	124692
2335	109297	124644
2336	109343	124595
2337	109388	124548
2338	109432	124497
2339	109477	124448
2340	109524	124402
2341	109567	124351
2342	109611	124300
2343	109656	124252
2344	109704	124207
2345	109747	124156
2346	109794	124109
2347	109840	124061
2348	109887	124014
2349	109933	123967
2350	109979	123919
2351	110025	123872
2352	110070	123823
2353	110116	123775
2354	110162	123728
2355	110206	123678
2356	110252	123630
2357	110303	123588
2358	110350	123542
2359	110398	123496
2360	110444	123448
2361	110489	123400
2362	110533	123350
2363	110577	123300
2364	110621	123250
2365	110667	123202
2366	110713	123155
2367	110760	123109
2368	110806	123060
2369	110850	123010
2370	110895	122962
2371	110947	122921
2372	111000	122881
2373	111046	122833
2374	111091	122785
2375	111137	122737
2376	111184	122690
2377	111230	122644
2378	111281	122601
2379	111329	122556
2380	111378	122511
2381	111430	122470
2382	111477	122424
2383	111521	122374
2384	111568	122328
2385	111616	122282
2386	111662	122234
2387	111710	122189
2388	111763	122148
2389	111810	122102
2390	111858	122056
2391	111905	122010
2392	111956	121968
2393	112005	121924
2394	112054	121880
2395	112101	121833
2396	112147	121785
2397	112195	121739
2398	112242	121693
2399	112289	121646
2400	112333	121597
2401	112379	121549
2402	112427	121503
2403	112475	121459
2404	112521	121411
2405	112640	121442
2406	112689	121397
2407	112734	121348
2408	112788	121309
2409	112835	121263
2410	112880	121213
2411	112925	121165
2412	112968	121114
2413	113011	121063
2414	113056	121015
2415	113104	120969
2416	113150	120922
2417	113200	120878
2418	113251	120835
2419	113300	120791
2420	113349	120747
2421	113400	120704
2422	113452	120663
2423	113500	120617
2424	113546	120569
2425	113594	120524
2426	113642	120478
2427	113689	120431
2428	113735	120384
2429	113782	120337
2430	113828	120289
2431	113873	120240
2432	113915	120189
2433	113965	120146
2434	114011	120098
2435	114060	120053
2436	114107	120007
2437	114152	119958
2438	114196	119908
2439	114249	119868
2440	114298	119824
2441	114344	119775
2442	114389	119726
2443	114432	119676
2444	114478	119629
2445	114523	119580
2446	114572	119535
2447	114617	119486
2448	114660	119436
2449	114703	119385
2450	114751	119339
2451	114798	119292
2452	114843	119244
2453	114887	119194
2454	114933	119146
2455	114983	119103
2456	115033	119060
2457	115079	119012
2458	115131	118970
2459	115178	118923
2460	115228	118880
2461	115277	118835
2462	115321	118786
2463	115370	118742
2464	115417	118695
2465	115469	118653
2466	115515	118605
2467	115560	118557
2468	115606	118509
2469	115649	118458
2470	115695	118411
2471	115743	118365
2472	115789	118317
2473	115836	118271
2474	115887	118228
2475	115931	118179
2476	115975	118129
2477	116018	118078
2478	116064	118030
2479	116109	117982
2480	116156	117935
2481	116200	117885
2482	116245	117837
2483	116292	117790
2484	116337	117742
2485	116384	117695
2486	116431	117649
2487	116477	117601
2488	116531	117561
2489	116582	117518
2490	116633	117476
2491	116681	117430
2492	116728	117384
2493	116777	117339
2494	116824	117292
2495	116871	117246
2496	116920	117201
2497	116964	117151
2498	117007	117101
2499	117049	117049
2500	117098	117004
2501	117141	116954
2502	117188	116907
2503	117233	116859
2504	117278	116810
2505	117321	116759
2506	117368	116712
2507	117417	116668
2508	117465	116623
2509	117509	116573
2510	117556	116526
2511	117600	116477
2512	117647	116429
2513	117697	116386
2514	117748	116344
2515	117799	116301
2516	117844	116252
2517	117888	116203
2518	117933	116153
2519	117977	116105
2520	118024	116057
2521	118070	116010
2522	118116	115962
2523	118164	115917
2524	118210	115869
2525	118255	115821
2526	118304	115776
2527	118352	115730
2528	118401	115686
2529	118451	115641
2530	118495	115592
2531	118538	115542
2532	118586	115496
2533	118630	115447
2534	118675	115398
2535	118719	115349
2536	118766	115302
2537	118812	115254
2538	118861	115209
2539	118906	115161
2540	118952	115113
2541	118997	115065
2542	119041	115015
2543	119090	114970
2544	119135	114922
2545	119179	114872
2546	119224	114824
2547	119269	114776
2548	119315	114728
2549	119361	114680
2550	119404	114630
2551	119453	114585
2552	119500	114538
2553	119548	114493
2554	119594	114445
2555	119644	114402
2556	119692	114355
2557	119739	114309
2558	119791	114267
2559	119837	114219
2560	119884	114173
2561	119929	114124
2562	119975	114077
2563	120021	114029
2564	120067	113982
2565	120111	113933
2566	120156	113884
2567	120202	113836
2568	120247	113788
2569	120292	113739
2570	120335	113689
2571	120380	113640
2572	120426	113593
2573	120474	113547
2574	120521	113500
2575	120565	113451
2576	120609	113402
2577	120656	113355
2578	120701	113306
2579	120747	113259
2580	120793	113211
2581	120837	113162
2582	120882	113113
2583	120925	113063
2584	120971	113015
2585	121015	112966
2586	121061	112918
2587	121109	112873
2588	121159	112829
2589	121204	112780
2590	121250	112733
2591	121299	112688
2592	121345	112640
2593	121391	112593
2594	121439	112548
2595	121486	112501
2596	121533	112454
2597	121584	112411
2598	121633	112367
2599	121681	112321
2600	121729	112275
2601	121775	112227
2602	121822	112181
2603	121868	112133
2604	121915	112087
2605	121959	112038
2606	122006	111991
2607	122053	111944
2608	122101	111898
2609	122148	111852
2610	122193	111804
2611	122240	111756
2612	122288	111711
2613	122335	111664
2614	122381	111617
2615	122426	111569
2616	122472	111521
2617	122521	111476
2618	122568	111430
2619	122618	111386
2620	122663	111337
2621	122710	111291
2622	122760	111247
2623	122807	111200
2624	122854	111153
2625	122901	111107
2626	122947	111060
2627	123031	111047
2628	123082	111003
2629	123130	110957
2630	123177	110910
2631	123223	110863
2632	123268	110815
2633	123314	110767
2634	123359	110719
2635	123406	110672
2636	123454	110626
2637	123498	110577
2638	123543	110529
2639	123591	110483
2640	123639	110437
2641	123693	110397
2642	123738	110348
2643	123787	110304
2644	123835	110258
2645	123888	110216
2646	123933	110168
2647	123978	110120
2648	124021	110069
2649	124064	110019
2650	124108	109970
2651	124157	109925
2652	124203	109877
2653	124250	109831
2654	124296	109783
2655	124343	109736
2656	124388	109688
2657	124436	109642
2658	124483	109595
2659	124530	109549
2660	124577	109503
2661	124622	109454
2662	124666	109405
2663	124710	109356
2664	124754	109306
2665	124800	109258
2666	124848	109213
2667	124897	109168
2668	124946	109122
2669	124993	109076
2670	125041	109030
2671	125086	108982
2672	125130	108932
2673	125174	108883
2674	125220	108836
2675	125264	108786
2676	125308	108737
2677	125351	108688
2678	125396	108639
2679	125441	108590
2680	125487	108543
2681	125530	108493
2682	125572	108442
2683	125619	108396
2684	125667	108349
2685	125712	108302
2686	125756	108252
2687	125801	108204
2688	125847	108156
2689	125892	108108
2690	125935	108058
2691	125979	108009
2692	126025	107961
2693	126070	107913
2694	126116	107866
2695	126161	107817
2696	126204	107767
2697	126248	107718
2698	126290	107667
2699	126338	107621
2700	126385	107575
2701	126432	107528
2702	126477	107480
2703	126526	107435
2704	126575	107390
2705	126624	107345
2706	126672	107299
2707	126718	107252
2708	126764	107204
2709	126809	107156
2710	126854	107108
2711	126900	107060
2712	126945	107012
2713	126988	106962
2714	127031	106912
2715	127075	106863
2716	127118	106813
2717	127161	106763
2718	127209	106717
2719	127260	106674
2720	127303	106624
2721	127349	106576
2722	127395	106529
2723	127439	106480
2724	127481	106429
2725	127524	106379
2726	127567	106329
2727	127612	106281
2728	127656	106232
2729	127701	106184
2730	127746	106135
2731	127788	106085
2732	127833	106036
2733	127880	105990
2734	127926	105942
2735	127973	105896
2736	128018	105847
2737	128062	105798
2738	128108	105751
2739	128153	105703
2740	128202	105658
2741	128247	105609
2742	128292	105562
2743	128338	105514
2744	128386	105468
2745	128429	105419
2746	128474	105370
2747	128519	105322
2748	128564	105274
2749	128609	105225
2750	128655	105178
2751	128702	105132
2752	128745	105081
2753	128789	105032
2754	128834	104985
2755	128878	104935
2756	128920	104885
2757	128965	104836
2758	129013	104791
2759	129060	104745
2760	129110	104700
2761	129153	104650
2762	129198	104602
2763	129242	104553
2764	129286	104504
2765	129329	104455
2766	129373	104405
2767	129417	104357
2768	129461	104308
2769	129505	104258
2770	129546	104207
2771	129589	104157
2772	129632	104107
2773	129675	104058
2774	129718	104008
2775	129765	103961
2776	129809	103912
2777	129854	103864
2778	129898	103815
2779	129942	103767
2780	129988	103719
2781	130034	103672
2782	130079	103624
2783	130126	103577
2784	130174	103531
2785	130221	103485
2786	130266	103437
2787	130311	103389
2788	130354	103339
2789	130397	103289
2790	130440	103239
2791	130484	103191
2792	130529	103142
2793	130572	103093
2794	130617	103045
2795	130660	102995
2796	130705	102947
2797	130749	102898
2798	130793	102849
2799	130838	102801
2800	130882	102752
2801	130928	102705
2802	130972	102656
2803	131016	102607
2804	131060	102558
2805	131103	102509
2806	131147	102460
2807	131193	102413
2808	131240	102366
2809	131288	102320
2810	131333	102273
2811	131379	102225
2812	131423	102177
2813	131470	102130
2814	131516	102082
2815	131561	102034
2816	131608	101988
2817	131654	101941
2818	131702	101895
2819	131746	101846
2820	131792	101799
2821	131838	101751
2822	131881	101702
2823	131927	101655
2824	131971	101606
2825	132015	101557
2826	132059	101508
2827	132112	101467
2828	132180	101436
2829	132224	101388
2830	132270	101340
2831	132317	101293
2832	132363	101246
2833	132409	101199
2834	132454	101151
2835	132496	101100
2836	132539	101051
2837	132584	101003
2838	132628	100954
2839	132674	100907
2840	132720	100859
2841	132763	100810
2842	132806	100760
2843	132848	100710
2844	132891	100660
2845	132934	100611
2846	132981	100565
2847	133027	100518
2848	133074	100471
2849	133119	100423
2850	133164	100375
2851	133211	100329
2852	133256	100281
2853	133302	100233
2854	133346	100184
2855	133390	100136
2856	133438	100090
2857	133483	100042
2858	133530	99995
2859	133577	99949
2860	133619	99899
2861	133663	99850
2862	133707	99801
2863	133749	99751
2864	133792	99701
2865	133835	99652
2866	133878	99603
2867	133922	99554
2868	133966	99506
2869	134010	99457
2870	134054	99408
2871	134097	99359
2872	134140	99310
2873	134186	99262
2874	134229	99213
2875	134273	99164
2876	134319	99117
2877	134362	99067
2878	134406	99018
2879	134449	98969
2880	134494	98921
2881	134540	98874
2882	134582	98824
2883	134630	98779
2884	134679	98734
2885	134724	98686
2886	134768	98637
2887	134812	98588
2888	134857	98540
2889	134902	98492
2890	134948	98445
2891	134993	98397
2892	135039	98350
2893	135085	98303
2894	135129	98254
2895	135175	98207
2896	135219	98159
2897	135265	98111
2898	135310	98063
2899	135354	98015
2900	135400	97967
2901	135446	97920
2902	135487	97870
2903	135531	97821
2904	135575	97772
2905	135619	97724
2906	135665	97677
2907	135710	97629
2908	135755	97581
2909	135800	97533
2910	135845	97485
2911	135888	97436
2912	135931	97387
2913	135976	97339
2914	136017	97288
2915	136060	97239
2916	136103	97190
2917	136147	97141
2918	136192	97093
2919	136238	97046
2920	136286	97000
2921	136333	96954
2922	136379	96907
2923	136426	96861
2924	136475	96815
2925	136519	96767
2926	136563	96718
2927	136609	96671
2928	136653	96622
2929	136699	96575
2930	136743	96527
2931	136787	96479
2932	136832	96430
2933	136876	96382
2934	136920	96333
2935	136964	96285
2936	137007	96236
2937	137049	96186
2938	137095	96139
2939	137139	96091
2940	137185	96043
2941	137230	95995
2942	137272	95946
2943	137314	95896
2944	137358	95847
2945	137404	95800
2946	137450	95753
2947	137492	95703
2948	137536	95655
2949	137578	95605
2950	137622	95556
2951	137665	95507
2952	137710	95459
2953	137755	95412
2954	137799	95363
2955	137842	95314
2956	137887	95266
2957	137934	95220
2958	137981	95174
2959	138030	95129
2960	138075	95081
2961	138119	95033
2962	138166	94986
2963	138210	94938
2964	138254	94889
2965	138298	94841
2966	138342	94793
2967	138390	94747
2968	138433	94698
2969	138477	94649
2970	138524	94602
2971	138569	94555
2972	138614	94507
2973	138657	94458
2974	138704	94412
2975	138748	94363
2976	138791	94314
2977	138833	94264
2978	138876	94215
2979	138920	94167
2980	138965	94119
2981	139009	94071
2982	139055	94024
2983	139101	93977
2984	139148	93931
2985	139199	93887
2986	139245	93840
2987	139289	93792
2988	139333	93743
2989	139376	93694
2990	139420	93646
2991	139465	93598
2992	139511	93551
2993	139557	93504
2994	139604	93457
2995	139650	93411
2996	139695	93363
2997	139740	93315
2998	139785	93267
2999	139828	93219
3000	139872	93170
3001	139918	93123
3002	139963	93076
3003	140011	93030
3004	140053	92980
3005	140099	92933
3006	140146	92887
3007	140190	92838
3008	140234	92790
3009	140279	92742
3010	140323	92694
3011	140366	92645
3012	140411	92597
3013	140457	92550
3014	140502	92503
3015	140545	92454
3016	140587	92404
3017	140632	92357
3018	140678	92310
3019	140722	92262
3020	140766	92213
3021	140810	92164
3022	140853	92116
3023	140897	92067
3024	140939	92018
3025	140982	91969
3026	141025	91920
3027	141070	91872
3028	141115	91825
3029	141164	91780
3030	141212	91734
3031	141257	91687
3032	141304	91640
3033	141350	91593
3034	141395	91546
3035	141443	91500
3036	141486	91451
3037	141529	91402
3038	141574	91354
3039	141621	91308
3040	141669	91262
3041	141716	91216
3042	141761	91169
3043	141806	91121
3044	141849	91072
3045	141893	91023
3046	141937	90976
3047	141981	90927
3048	142026	90880
3049	142070	90831
3050	142113	90783
3051	142158	90735
3052	142203	90688
3053	142250	90641
3054	142297	90595
3055	142346	90550
3056	142392	90503
3057	142443	90459
3058	142492	90414
3059	142542	90370
3060	142594	90326
3061	142638	90278
3062	142680	90229
3063	142722	90179
3064	142764	90130
3065	142809	90082
3066	142854	90034
3067	142900	89987
3068	142944	89940
3069	142988	89892
3070	143034	89844
3071	143078	89796
3072	143122	89748
3073	143168	89701
3074	143214	89654
3075	143260	89607
3076	143305	89560
3077	143349	89511
3078	143393	89463
3079	143435	89414
3080	143477	89364
3081	143521	89316
3082	143565	89268
3083	143611	89221
3084	143656	89174
3085	143706	89129
3086	143752	89082
3087	143795	89034
3088	143840	88986
3089	143884	88938
3090	143929	88890
3091	143975	88843
3092	144019	88795
3093	144064	88748
3094	144109	88700
3095	144152	88652
3096	144196	88603
3097	144242	88556
3098	144285	88508
3099	144329	88460
3100	144376	88413
3101	144423	88367
3102	144472	88322
3103	144517	88274
3104	144560	88226
3105	144604	88177
3106	144648	88130
3107	144696	88084
3108	144744	88038
3109	144836	88019
3110	144881	87972
3111	144926	87924
3112	144972	87877
3113	145016	87829
3114	145059	87780
3115	145102	87732
3116	145145	87683
3117	145192	87637
3118	145240	87591
3119	145284	87543
3120	145328	87495
3121	145371	87446
3122	145417	87399
3123	145462	87351
3124	145505	87303
3125	145549	87255
3126	145594	87207
3127	145638	87159
3128	145684	87112
3129	145728	87064
3130	145773	87016
3131	145818	86969
3132	145862	86921
3133	145906	86873
3134	145954	86827
3135	146001	86781
3136	146047	86734
3137	146093	86687
3138	146143	86643
3139	146192	86597
3140	146239	86551
3141	146284	86504
3142	146330	86457
3143	146373	86408
3144	146419	86361
3145	146463	86313
3146	146508	86266
3147	146551	86217
3148	146595	86169
3149	146639	86121
3150	146687	86075
3151	146730	86027
3152	146776	85980
3153	146819	85931
3154	146864	85884
3155	146908	85836
3156	146949	85786
3157	146997	85740
3158	147043	85693
3159	147088	85646
3160	147133	85599
3161	147179	85551
3162	147222	85503
3163	147270	85457
3164	147314	85409
3165	147359	85362
3166	147403	85314
3167	147446	85265
3168	147491	85218
3169	147541	85173
3170	147585	85125
3171	147627	85076
3172	147671	85028
3173	147715	84980
3174	147764	84935
3175	147812	84889
3176	147862	84844
3177	147909	84799
3178	147956	84752
3179	148003	84706
3180	148051	84660
3181	148100	84615
3182	148145	84567
3183	148192	84522
3184	148239	84475
3185	148287	84429
3186	148330	84381
3187	148373	84332
3188	148418	84285
3189	148463	84237
3190	148509	84191
3191	148556	84145
3192	148600	84096
3193	148646	84050
3194	148692	84003
3195	148738	83956
3196	148784	83909
3197	148830	83862
3198	148875	83814
3199	148917	83765
3200	148964	83720
3201	149009	83672
3202	149053	83624
3203	149097	83576
3204	149141	83528
3205	149186	83481
3206	149231	83433
3207	149275	83385
3208	149321	83339
3209	149369	83293
3210	149415	83246
3211	149462	83199
3212	149506	83152
3213	149553	83105
3214	149605	83062
3215	149652	83016
3216	149699	82969
3217	149745	82922
