iter	F1	Logloss
883	0.9114914425	0.1281617564
884	0.9114914425	0.128075843
885	0.9120234604	0.1280236021
886	0.9114914425	0.1279535627
887	0.9114914425	0.1279334082
888	0.9120234604	0.1278453603
889	0.9120234604	0.127793691
890	0.9120234604	0.1277493813
891	0.9120234604	0.1277326325
892	0.9120234604	0.1277165951
893	0.9120234604	0.1276626397
894	0.9114914425	0.1276175486
895	0.9114914425	0.1275872235
896	0.9114914425	0.1275484073
897	0.9114914425	0.1275319618
898	0.9114914425	0.127497741
899	0.9114914425	0.1274674159
900	0.9114914425	0.1274534663
901	0.9114914425	0.1274174261
902	0.9120234604	0.1273952771
903	0.9120234604	0.1273801145
904	0.9120234604	0.12735379
905	0.9120234604	0.1273348951
906	0.9120234604	0.1273097602
907	0.9120234604	0.1272146909
908	0.9120234604	0.1271958077
909	0.9114914425	0.1271607938
910	0.9114914425	0.1271395079
911	0.9114914425	0.1270978459
912	0.9114914425	0.1270746471
913	0.9114914425	0.127061724
914	0.9120234604	0.1269351982
915	0.9114914425	0.126913714
916	0.9114914425	0.1268982015
917	0.9130859375	0.1268641557
918	0.9130859375	0.1268372247
919	0.9125549585	0.1267262347
920	0.9125549585	0.1267050188
921	0.9130009775	0.1266800939
922	0.9130009775	0.1266469345
923	0.9130009775	0.1265883487
924	0.9130009775	0.126573676
925	0.9130009775	0.1265549444
926	0.9130009775	0.1265269403
927	0.913531998	0.1264991811
928	0.913531998	0.1264832254
929	0.913531998	0.1264407119
930	0.913531998	0.1264107834
931	0.9140625	0.1263776707
932	0.9140625	0.1263353554
933	0.9140625	0.1263158424
934	0.9140625	0.1261752038
935	0.9140625	0.1260678178
936	0.9140625	0.125978242
937	0.9140625	0.1259627762
938	0.9145090376	0.1258803152
939	0.9145090376	0.1257722644
940	0.9145090376	0.1257211782
941	0.9150390625	0.1256311243
942	0.9150390625	0.1255585772
943	0.9150390625	0.1254908589
944	0.9150390625	0.1254368335
945	0.9145090376	0.1253362707
946	0.9145090376	0.125290818
947	0.9150390625	0.1251952122
948	0.9150390625	0.1250969938
949	0.9150390625	0.1250785188
950	0.91556857	0.1250054119
951	0.9165446559	0.1248997171
952	0.9165446559	0.1248515702
953	0.916015625	0.1248222014
954	0.916015625	0.124756151
955	0.916015625	0.1247364513
956	0.916015625	0.1246941944
957	0.916015625	0.1246753112
958	0.916015625	0.1246533604
959	0.916015625	0.1246130747
960	0.9165446559	0.1244930571
961	0.9165446559	0.12442689
962	0.9165446559	0.1244049743
963	0.9165446559	0.1243769352
964	0.9165446559	0.1243623908
965	0.9165446559	0.1243504357
966	0.9165446559	0.1243322756
967	0.9165446559	0.1242561595
968	0.9165446559	0.1242341972
969	0.9165446559	0.1241383814
970	0.9165446559	0.1241219942
971	0.9165446559	0.1241073098
972	0.9165446559	0.1241021429
973	0.9165446559	0.1239974629
974	0.9165446559	0.123968654
975	0.9165446559	0.12394037
976	0.9165446559	0.1238823557
977	0.9165446559	0.1238645338
978	0.9165446559	0.1238179614
979	0.9165446559	0.123757801
980	0.9165446559	0.1237269977
981	0.9165446559	0.1237026909
982	0.9165446559	0.1236835861
983	0.9170731707	0.1235998421
984	0.9170731707	0.1235672892
985	0.9165446559	0.1235277266
986	0.9165446559	0.1234392355
987	0.9165446559	0.1234037901
988	0.9165446559	0.1233648923
989	0.9165446559	0.1233446445
990	0.9165446559	0.1233292136
991	0.9165446559	0.1232319049
992	0.9165446559	0.1231798857
993	0.9165446559	0.123142854
994	0.916015625	0.1231167161
995	0.916015625	0.123098556
996	0.916015625	0.1230869508
997	0.916015625	0.1230572089
998	0.916015625	0.1230066359
999	0.916015625	0.1229650555
1000	0.916015625	0.122897757
1001	0.916015625	0.1228831776
1002	0.9165446559	0.1228327912
1003	0.9165446559	0.1227450233
1004	0.9165446559	0.122692141
1005	0.9165446559	0.1226713099
1006	0.9165446559	0.1226614892
1007	0.9165446559	0.1226496508
1008	0.9165446559	0.1225330857
1009	0.9170731707	0.1224526891
1010	0.9170731707	0.1223614921
1011	0.9170731707	0.1223459563
1012	0.9176011702	0.1222569987
1013	0.9176011702	0.1221749109
1014	0.9176011702	0.1221494144
1015	0.9176011702	0.1220578559
1016	0.9176011702	0.1220468922
1017	0.9176011702	0.1219515546
1018	0.9176011702	0.1219340477
1019	0.9170731707	0.1218988356
1020	0.9170731707	0.121874902
1021	0.9170731707	0.1218422442
1022	0.9170731707	0.1218198269
1023	0.9170731707	0.1217960684
1024	0.9170731707	0.1217861777
1025	0.9170731707	0.1217734528
1026	0.9176011702	0.1216936977
1027	0.9176011702	0.1216636175
1028	0.9176011702	0.1215745783
1029	0.9176011702	0.1215539455
1030	0.9176011702	0.1214625269
1031	0.9176011702	0.1214542575
1032	0.9176011702	0.1214231626
1033	0.9176011702	0.1213855361
1034	0.9176011702	0.1213398851
1035	0.9176011702	0.1212631159
1036	0.9176011702	0.1211990832
1037	0.9180487805	0.1211879678
1038	0.9180487805	0.1211086093
1039	0.9180487805	0.1210860754
1040	0.9175207418	0.1209662212
1041	0.9175207418	0.1209442704
1042	0.9175207418	0.120870697
1043	0.9175207418	0.1208553711
1044	0.9175207418	0.1208456671
1045	0.9175207418	0.1207453026
1046	0.9175207418	0.1206870783
1047	0.9175207418	0.1206777359
1048	0.9175207418	0.1206668538
1049	0.9175207418	0.120608128
1050	0.91796875	0.1205630952
1051	0.91796875	0.1205248156
1052	0.9184968277	0.1204953535
1053	0.9184968277	0.1204692623
1054	0.9184968277	0.1204561525
1055	0.9184968277	0.1204409316
1056	0.9184968277	0.120418386
1057	0.9184968277	0.1203903236
1058	0.9184968277	0.1203797098
1059	0.9190243902	0.12028653
1060	0.9184968277	0.1201686819
1061	0.9184968277	0.1201297724
1062	0.9184968277	0.1200960999
1063	0.9190243902	0.1200766101
1064	0.9190243902	0.1200570738
1065	0.9190243902	0.1199751259
1066	0.9190243902	0.1199456522
1067	0.9190243902	0.1199348868
1068	0.9190243902	0.1199193044
1069	0.9190243902	0.1198027975
1070	0.9190243902	0.1197708628
1071	0.9190243902	0.1197607856
1072	0.9190243902	0.1197328748
1073	0.9190243902	0.1196812638
1074	0.9190243902	0.1196211267
1075	0.9190243902	0.1195432494
1076	0.9190243902	0.1195241096
1077	0.9190243902	0.1194763359
1078	0.9190243902	0.119460835
1079	0.9195514383	0.1194230103
1080	0.9195514383	0.1193815348
1081	0.9195514383	0.1193713409
1082	0.9195514383	0.119347699
1083	0.9195514383	0.11933151
1084	0.9195514383	0.1193086146
1085	0.9195514383	0.1192743355
1086	0.9205265724	0.1192307839
1087	0.9205265724	0.1192004005
1088	0.9205265724	0.1191805025
1089	0.92	0.1191404734
1090	0.92	0.1191326705
1091	0.92	0.119124576
1092	0.9190243902	0.1191097167
1093	0.9190243902	0.1190890956
1094	0.9190243902	0.1189555951
1095	0.9190243902	0.118939826
1096	0.9195514383	0.1188749419
1097	0.9195514383	0.1188661709
1098	0.92	0.1187759536
1099	0.92	0.1187096233
1100	0.92	0.1187022403
1101	0.9205265724	0.1186088155
1102	0.9205265724	0.1185868415
1103	0.9200779727	0.1185760644
1104	0.9200779727	0.1185585691
1105	0.9195514383	0.1184876433
1106	0.9195514383	0.1184782192
1107	0.9195514383	0.1184559652
1108	0.9195514383	0.1184472876
1109	0.9195514383	0.1183636485
1110	0.9195514383	0.1183493607
1111	0.9200779727	0.1182623859
1112	0.9200779727	0.118253335
1113	0.91962981	0.1181428582
1114	0.91962981	0.1181021759
1115	0.9200779727	0.1180765045
1116	0.9200779727	0.118025465
1117	0.9200779727	0.118004669
1118	0.9200779727	0.1179894831
1119	0.9200779727	0.1179826482
1120	0.9200779727	0.1179182307
1121	0.9200779727	0.1178947287
1122	0.9200779727	0.1178424878
1123	0.9205265724	0.1177675964
1124	0.9205265724	0.1177583822
1125	0.9205265724	0.1177430564
1126	0.9205265724	0.1176668587
1127	0.9205265724	0.1176473456
1128	0.9205265724	0.1176203912
1129	0.9205265724	0.1176107572
1130	0.9205265724	0.1175974491
1131	0.9205265724	0.1175634266
1132	0.9205265724	0.1175456981
1133	0.9205265724	0.117480744
1134	0.9205265724	0.1174646367
1135	0.9205265724	0.1173795514
1136	0.9205265724	0.1173417266
1137	0.9210526316	0.1172354604
1138	0.9210526316	0.1172247533
1139	0.9210526316	0.1171870335
1140	0.9210526316	0.117172839
1141	0.9210526316	0.1171627734
1142	0.9210526316	0.117093912
1143	0.9210526316	0.1170797292
1144	0.9210526316	0.1170722995
1145	0.9210526316	0.1170482493
1146	0.9210526316	0.1170285963
1147	0.9210526316	0.1169241146
1148	0.9210526316	0.116917793
1149	0.9210526316	0.1168897422
1150	0.9206039942	0.116823995
1151	0.9211295034	0.1168112001
1152	0.9211295034	0.1167851905
1153	0.9211295034	0.1167732121
1154	0.9211295034	0.1166565303
1155	0.9215781783	0.1166232193
1156	0.9215781783	0.1166121623
1157	0.9200779727	0.1165492377
1158	0.9200779727	0.1165271003
1159	0.9200779727	0.1165102465
1160	0.9206039942	0.116463056
1161	0.9206039942	0.1164403704
1162	0.9206039942	0.1164275989
1163	0.9211295034	0.1164168451
1164	0.9211295034	0.1164023124
1165	0.9211295034	0.116377924
1166	0.9206039942	0.1163612685
1167	0.9206039942	0.1162918006
1168	0.9206039942	0.116268112
1169	0.9206039942	0.1162569151
1170	0.9205265724	0.1162312203
1171	0.9205265724	0.1162093513
1172	0.9206039942	0.1161712116
1173	0.9206039942	0.1161013705
1174	0.9206039942	0.1160839685
1175	0.9206039942	0.116075979
1176	0.9205265724	0.1160493162
1177	0.9205265724	0.1160342703
1178	0.9205265724	0.1160220819
1179	0.9205265724	0.1160135442
1180	0.9215781783	0.1159297186
1181	0.9215781783	0.1159192681
1182	0.9215781783	0.1159055518
1183	0.9215781783	0.1158574398
1184	0.9215781783	0.1158461845
1185	0.9215781783	0.1158337279
1186	0.9215781783	0.1158175972
1187	0.9210526316	0.1158038809
1188	0.9210526316	0.1157417261
1189	0.9215781783	0.1156792913
1190	0.9215781783	0.1155961071
1191	0.9210526316	0.1155583057
1192	0.9210526316	0.1155445544
1193	0.9220272904	0.1154690915
1194	0.9220272904	0.1154592942
1195	0.9225523624	0.1153586847
1196	0.9230769231	0.1152977662
1197	0.9230769231	0.1152089485
1198	0.9230769231	0.1152008424
1199	0.9230769231	0.1151808278
1200	0.9230769231	0.1151685228
1201	0.9230769231	0.1151620262
1202	0.9241245136	0.115080335
1203	0.9241245136	0.1150584659
1204	0.9241245136	0.1150327595
1205	0.9241245136	0.1150166756
1206	0.9241245136	0.1149557804
1207	0.9241245136	0.1149272747
1208	0.9241245136	0.1148926458
1209	0.9241245136	0.1147941008
1210	0.9241245136	0.1147852831
1211	0.9241245136	0.1147539083
1212	0.9241245136	0.11474754
1213	0.9241245136	0.1147347102
1214	0.924647545	0.1146480619
1215	0.924647545	0.1145687967
1216	0.924647545	0.1145532143
1217	0.924647545	0.1145373402
1218	0.9241245136	0.1144936604
1219	0.9241245136	0.1144296743
1220	0.9241245136	0.1144185124
1221	0.9241245136	0.1143695489
1222	0.9241245136	0.1143520887
1223	0.9241245136	0.1142786669
1224	0.924647545	0.1141859769
1225	0.924647545	0.1141333628
1226	0.924647545	0.1140534794
1227	0.924647545	0.114019457
1228	0.924647545	0.1140088199
1229	0.924647545	0.1139623291
1230	0.924647545	0.1139500591
1231	0.924647545	0.1139002442
1232	0.924647545	0.1138901553
1233	0.924647545	0.113803577
1234	0.924647545	0.1137769726
1235	0.924647545	0.1137066533
1236	0.925170068	0.1136311787
1237	0.9256920835	0.1135319455
1238	0.9256920835	0.1135107762
1239	0.9256920835	0.1134904118
1240	0.9262135922	0.1134488547
1241	0.9262135922	0.1134289217
1242	0.9262135922	0.1134080324
1243	0.925170068	0.1133948759
1244	0.9256920835	0.1133537737
1245	0.9256920835	0.113328254
1246	0.9262135922	0.1132996667
1247	0.9262135922	0.1132881548
1248	0.9262135922	0.1132781475
1249	0.9262135922	0.1132689333
1250	0.9267345949	0.113227003
1251	0.9267345949	0.1131808155
1252	0.9267345949	0.113151855
1253	0.9267345949	0.1131425359
1254	0.9267345949	0.1130632123
1255	0.9267345949	0.1130560159
1256	0.9267345949	0.1130428128
1257	0.9267345949	0.1130057112
1258	0.9267345949	0.1129975001
1259	0.9262135922	0.1129824542
1260	0.9262135922	0.1129723536
1261	0.9262135922	0.1129305515
1262	0.9262135922	0.1129205676
1263	0.9262135922	0.1129081343
1264	0.9262135922	0.1129002381
1265	0.9262135922	0.112887105
1266	0.9262135922	0.1128638129
1267	0.9256920835	0.1128481722
1268	0.9256920835	0.1128107323
1269	0.9256920835	0.112804259
1270	0.9256920835	0.1127565319
1271	0.9256920835	0.1127294143
1272	0.9256920835	0.1127229294
1273	0.9256920835	0.1126956951
1274	0.9256920835	0.1126825036
1275	0.9256920835	0.1126597131
1276	0.9262135922	0.1125946424
1277	0.9267345949	0.1125347736
1278	0.9267345949	0.1125145257
1279	0.9267345949	0.11246176
1280	0.9267345949	0.112366924
1281	0.9267345949	0.112359401
1282	0.9267345949	0.1122878221
1283	0.9267345949	0.112279541
1284	0.9267345949	0.1122228446
1285	0.9262135922	0.1121287318
1286	0.9262135922	0.1121183862
1287	0.9262135922	0.1120971586
1288	0.9262135922	0.1120907437
1289	0.9262135922	0.1120801649
1290	0.9262135922	0.1120735867
1291	0.9262135922	0.1120668452
1292	0.9262135922	0.1120591822
1293	0.9262135922	0.1120345956
1294	0.9262135922	0.1120112335
1295	0.9262135922	0.1119321316
1296	0.9262135922	0.1119233723
1297	0.9266634288	0.1118977476
1298	0.9266634288	0.1118754703
1299	0.9266634288	0.1118095131
1300	0.9266634288	0.1117304462
1301	0.9266634288	0.1117012641
1302	0.9266634288	0.1116747412
1303	0.9266634288	0.1116568028
1304	0.9266634288	0.1116044103
1305	0.9261418853	0.1115972839
1306	0.9261418853	0.1115813398
1307	0.9266634288	0.1115076031
1308	0.9266634288	0.1114804738
1309	0.9266634288	0.1114637483
1310	0.927184466	0.111387119
1311	0.927184466	0.1113692039
1312	0.927184466	0.1113287315
1313	0.927184466	0.1113174646
1314	0.9266634288	0.1113078305
1315	0.9266634288	0.1112638124
1316	0.9266634288	0.1112560562
1317	0.9277049976	0.1111708775
1318	0.9277049976	0.1111603337
1319	0.9277049976	0.1111088043
1320	0.9277049976	0.1110988554
1321	0.9277049976	0.1110937817
1322	0.9277049976	0.1110740121
1323	0.9272550921	0.1110425556
1324	0.9272550921	0.1110229725
1325	0.9272550921	0.1110143765
1326	0.9272550921	0.110963512
1327	0.9272550921	0.1109442438
1328	0.9272550921	0.1109343765
1329	0.9272550921	0.1109203453
1330	0.9267345949	0.1109110262
1331	0.9267345949	0.1108680111
1332	0.9267345949	0.1108547264
1333	0.9267345949	0.1107865765
1334	0.9267345949	0.1107720554
1335	0.9267345949	0.1107026692
1336	0.9267345949	0.1106962776
1337	0.9267345949	0.1106347059
1338	0.9267345949	0.110568877
1339	0.9267345949	0.1105054625
1340	0.9267345949	0.1104874424
1341	0.9267345949	0.1104380358
1342	0.9267345949	0.1104087837
1343	0.9267345949	0.1103627128
1344	0.9267345949	0.1103543617
1345	0.9262135922	0.1102659873
1346	0.9262135922	0.1102558867
1347	0.9262135922	0.1102476406
1348	0.9262135922	0.1101691102
1349	0.9262135922	0.1101558954
1350	0.9262135922	0.1101321835
1351	0.9262135922	0.1101270049
1352	0.9262135922	0.1101160529
1353	0.9262135922	0.1100717898
1354	0.9262135922	0.1100609894
1355	0.9262135922	0.1100476114
1356	0.9262135922	0.1099714137
1357	0.9262135922	0.1099586771
1358	0.9262135922	0.1099493696
1359	0.9262135922	0.1098920318
1360	0.9262135922	0.1098864916
1361	0.9262135922	0.1098780589
1362	0.9262135922	0.1098733002
1363	0.9262135922	0.109864226
1364	0.9256920835	0.1098280225
1365	0.9256920835	0.1098058501
1366	0.9256920835	0.1097985021
1367	0.9256920835	0.1097899178
1368	0.9256920835	0.1097747085
1369	0.9256920835	0.1097377352
1370	0.9256920835	0.1097254652
1371	0.9256920835	0.1097200067
1372	0.9256920835	0.1097005286
1373	0.9256920835	0.1096944519
1374	0.9256920835	0.10967677
1375	0.9256920835	0.1096697719
1376	0.9262135922	0.1095942973
1377	0.9262135922	0.1095849665
1378	0.9262135922	0.1095542682
1379	0.9262135922	0.1095426513
1380	0.9262135922	0.1095323291
1381	0.9262135922	0.1094484568
1382	0.9262135922	0.1093888329
1383	0.9262135922	0.1093780792
1384	0.9262135922	0.1093466693
1385	0.9262135922	0.1092813303
1386	0.9262135922	0.1092587964
1387	0.9262135922	0.1092505503
1388	0.9262135922	0.1092433889
1389	0.9262135922	0.1092363208
1390	0.9262135922	0.1092201785
1391	0.9262135922	0.1092061357
1392	0.9262135922	0.1091378575
1393	0.9262135922	0.1091282584
1394	0.9262135922	0.1091125827
1395	0.9262135922	0.1091061794
1396	0.9262135922	0.1090725768
1397	0.9267345949	0.1090181199
1398	0.9267345949	0.1089688065
1399	0.9267345949	0.1089579828
1400	0.9267345949	0.1089393795
1401	0.9267345949	0.1088833597
1402	0.9267345949	0.1088673923
1403	0.9267345949	0.108801925
1404	0.9267345949	0.1087914862
1405	0.9267345949	0.1087858877
1406	0.9272550921	0.1087432576
1407	0.9272550921	0.1087321189
1408	0.9272550921	0.1086400471
1409	0.9267345949	0.1085523025
1410	0.9267345949	0.1084872668
1411	0.9267345949	0.1084614088
1412	0.9267345949	0.1084328449
1413	0.9272550921	0.1083607644
1414	0.9272550921	0.1083464882
1415	0.9272550921	0.1083393385
1416	0.9277750848	0.1083247941
1417	0.9272550921	0.1083057359
1418	0.9272550921	0.1082967317
1419	0.9277750848	0.1082221902
1420	0.9277750848	0.1082135942
1421	0.9277750848	0.1082076691
1422	0.9282945736	0.108189544
1423	0.9282945736	0.1081800732
1424	0.9282945736	0.10817367
1425	0.9282945736	0.1081623097
1426	0.9282945736	0.1081543202
1427	0.9282945736	0.1081494565
1428	0.9282945736	0.1080845374
1429	0.9282945736	0.1080343726
1430	0.9282945736	0.1080277361
1431	0.9288135593	0.1080215894
1432	0.9288135593	0.1080083747
1433	0.9288135593	0.1079989506
1434	0.9288135593	0.1079868322
1435	0.9288135593	0.1079784461
1436	0.9288135593	0.107922018
1437	0.9288135593	0.1079113226
1438	0.9288135593	0.1078966966
1439	0.9288135593	0.1078850564
1440	0.9288135593	0.1078279168
1441	0.9288135593	0.1077615981
1442	0.9288135593	0.1077565361
1443	0.9288135593	0.1077362999
1444	0.9288135593	0.1077313313
1445	0.9288135593	0.1077234701
1446	0.9288135593	0.1077184548
1447	0.9293320426	0.1077129029
1448	0.9293320426	0.1076090977
1449	0.9293320426	0.1075602976
1450	0.9288135593	0.1075177141
1451	0.9288135593	0.107511754
1452	0.9288135593	0.1075026681
1453	0.9288135593	0.1074964748
1454	0.9288135593	0.1074792362
1455	0.9288135593	0.1074317423
1456	0.9288135593	0.1074258406
1457	0.9288135593	0.1074122526
1458	0.9288135593	0.1074062459
1459	0.9288135593	0.107393416
1460	0.9288135593	0.1073290918
1461	0.9293320426	0.1072827643
1462	0.9293320426	0.1072773174
1463	0.9293320426	0.1072643826
1464	0.9293320426	0.10721872
1465	0.9293320426	0.1072119901
1466	0.9293320426	0.1071913457
1467	0.9293320426	0.1071833095
1468	0.9293320426	0.1071769879
1469	0.9293320426	0.1071643797
1470	0.9293320426	0.1071525762
1471	0.9293320426	0.107145753
1472	0.9293320426	0.1071351159
1473	0.9303675048	0.1070483277
1474	0.9303675048	0.1070439772
1475	0.9303000968	0.1069990377
1476	0.9303000968	0.106957399
1477	0.9303000968	0.1069527802
1478	0.9307506053	0.1068746814
1479	0.9307506053	0.1068704475
1480	0.9307506053	0.1068651289
1481	0.9307506053	0.1068572444
1482	0.9317191283	0.1068003964
1483	0.9317191283	0.1067916022
1484	0.9317191283	0.1067790755
1485	0.9317191283	0.1067722757
1486	0.9317191283	0.1067658141
1487	0.9317191283	0.1067581279
1488	0.9317191283	0.1067537074
1489	0.9317191283	0.1067377401
1490	0.9317851959	0.1066484326
1491	0.9317851959	0.1066092198
1492	0.931268151	0.1065875257
1493	0.9317851959	0.1065430177
1494	0.9317851959	0.1064592504
1495	0.9323017408	0.1064396907
1496	0.9323017408	0.106354722
1497	0.9323017408	0.1063443182
1498	0.9323017408	0.1063382648
1499	0.9323017408	0.1062927654
1500	0.9323017408	0.1062632334
1501	0.9323017408	0.1062458665
1502	0.9323017408	0.1062406412
1503	0.9323017408	0.1062329549
1504	0.9323017408	0.1062258402
1505	0.9323017408	0.1061777049
1506	0.9323017408	0.1061517419
1507	0.9323017408	0.1061436474
1508	0.9323017408	0.1061275285
1509	0.9323017408	0.1061203787
1510	0.9323017408	0.1061152818
1511	0.9323017408	0.1060755908
1512	0.9323017408	0.1060607898
1513	0.9323017408	0.1060028455
1514	0.9323017408	0.1059599238
1515	0.9327527818	0.1058863154
1516	0.9327527818	0.1058124504
1517	0.9327527818	0.1058054056
1518	0.9327527818	0.1057866507
1519	0.9327527818	0.1057830233
1520	0.9327527818	0.1057775998
1521	0.9327527818	0.1057625888
1522	0.9327527818	0.1057582034
1523	0.9327527818	0.1057457117
1524	0.9327527818	0.1057100214
1525	0.9327527818	0.1056713219
1526	0.9327527818	0.1056574073
1527	0.9327527818	0.1055839155
1528	0.9327527818	0.1055260878
1529	0.9327527818	0.1054954361
1530	0.9327527818	0.1054368386
1531	0.9327527818	0.1054311468
1532	0.9327527818	0.1054207896
1533	0.9327527818	0.105413465
1534	0.9332042594	0.1053502254
1535	0.9332042594	0.1052938673
1536	0.9346879536	0.1052078839
1537	0.9346879536	0.1051216789
1538	0.9352030948	0.1050804367
1539	0.9352030948	0.1050675019
1540	0.9352030948	0.1050523276
1541	0.9352030948	0.1050388913
1542	0.9352030948	0.1050297471
1543	0.9352030948	0.1050075048
1544	0.9352030948	0.1049970076
1545	0.9342359768	0.1049112808
1546	0.9342359768	0.1048887236
1547	0.9342359768	0.1048499657
1548	0.9346879536	0.1048023903
1549	0.9346879536	0.1047980748
1550	0.9346879536	0.1047829705
1551	0.9346879536	0.104776299
1552	0.9346879536	0.1047705022
1553	0.9346879536	0.1046972554
1554	0.9352030948	0.1046444546
1555	0.9352030948	0.1046060467
1556	0.9352030948	0.1045886797
1557	0.9352030948	0.1044851894
1558	0.9352030948	0.104480664
1559	0.9352030948	0.1044714848
1560	0.9352030948	0.104464405
1561	0.9352030948	0.104460906
1562	0.9352030948	0.1044552725
1563	0.9352030948	0.1044117909
1564	0.9352030948	0.1044037897
1565	0.9352030948	0.1043150421
1566	0.9352030948	0.1043031336
1567	0.9352030948	0.1042792701
1568	0.9352030948	0.104272132
1569	0.9352030948	0.1042544035
1570	0.9352030948	0.1042483385
1571	0.9352030948	0.1042288137
1572	0.9352030948	0.1041953978
1573	0.9352030948	0.10418735
1574	0.9352030948	0.1041748933
1575	0.9352030948	0.1041694465
1576	0.9352030948	0.1041137999
1577	0.9352030948	0.1041001885
1578	0.9352030948	0.1040920474
1579	0.9352030948	0.1040879302
1580	0.9352030948	0.1040373689
1581	0.9352030948	0.104006099
1582	0.9352030948	0.1039969898
1583	0.9352030948	0.1039868542
1584	0.9346879536	0.1039576254
1585	0.9346879536	0.103924641
1586	0.9346879536	0.1039012324
1587	0.9352030948	0.1038902803
1588	0.9352030948	0.1038857199
1589	0.935717738	0.1038228069
1590	0.9352030948	0.103748452
1591	0.9352030948	0.1036932136
1592	0.935717738	0.1036854224
1593	0.935717738	0.1036355492
1594	0.9362318841	0.1035897116
1595	0.9362318841	0.1035587333
1596	0.9362318841	0.1034820691
1597	0.9362318841	0.1034778585
1598	0.9362318841	0.1034734031
1599	0.935717738	0.1034487114
1600	0.9361702128	0.1033770275
1601	0.9361702128	0.1033514494
1602	0.9361702128	0.1033252532
1603	0.9361702128	0.1033085627
1604	0.9356555394	0.1032751817
1605	0.9356555394	0.1032661542
1606	0.9356555394	0.1032494287
1607	0.9356555394	0.1032442617
1608	0.9356555394	0.1031916943
1609	0.9356555394	0.103180579
1610	0.9356555394	0.1031222148
1611	0.9356555394	0.1031023635
1612	0.9356555394	0.1030550446
1613	0.9356555394	0.1030457371
1614	0.9356555394	0.1030311461
1615	0.9356555394	0.1030184678
1616	0.9356555394	0.1030087171
1617	0.9356555394	0.1030035735
1618	0.9356555394	0.1029997246
1619	0.9356555394	0.102969656
1620	0.9356555394	0.1029190597
1621	0.9356555394	0.1029120033
1622	0.9356555394	0.1029037688
1623	0.9356555394	0.1028954294
1624	0.9356555394	0.1028676236
1625	0.9356555394	0.1028622234
1626	0.9356555394	0.1028555636
1627	0.9361702128	0.102805982
1628	0.9361702128	0.1027956714
1629	0.9361702128	0.1027916009
1630	0.9361702128	0.1027287812
1631	0.9361702128	0.1027199752
1632	0.9361702128	0.1027154848
1633	0.9361702128	0.1026991675
1634	0.9361702128	0.10269
1635	0.9361702128	0.1026871075
1636	0.9361702128	0.1026795845
1637	0.9366843886	0.102620952
1638	0.9366843886	0.1026128692
1639	0.9366843886	0.1025806896
1640	0.9366843886	0.1025351669
1641	0.9366843886	0.1024930616
1642	0.9366843886	0.1024878713
1643	0.9366843886	0.1024840574
1644	0.9366843886	0.1024756597
1645	0.9366843886	0.1024368435
1646	0.9366843886	0.1023664775
1647	0.9366843886	0.1023184822
1648	0.9366843886	0.1022769834
1649	0.9366843886	0.1022173945
1650	0.9366843886	0.1021964585
1651	0.9371980676	0.1021684544
1652	0.9371980676	0.1021501777
1653	0.9371980676	0.1021455706
1654	0.9371980676	0.1020599371
1655	0.9371980676	0.1020574411
1656	0.9371980676	0.1020505013
1657	0.9371980676	0.1020088159
1658	0.9371980676	0.1019552571
1659	0.9371980676	0.1019053606
1660	0.9371980676	0.1018308424
1661	0.9371980676	0.1018148984
1662	0.9371980676	0.1018103263
1663	0.9371980676	0.1018015203
1664	0.9371980676	0.1017739595
1665	0.9371980676	0.1017629958
1666	0.9371980676	0.1017579338
1667	0.9371980676	0.1017519971
1668	0.9371980676	0.1017147205
1669	0.9371980676	0.1016996512
1670	0.9371980676	0.1016931663
1671	0.9371980676	0.1016583974
1672	0.9371980676	0.1016498597
1673	0.9371980676	0.1016407505
1674	0.9371980676	0.1015952628
1675	0.9371980676	0.1015867135
1676	0.9371980676	0.1015742918
1677	0.9371980676	0.1015469875
1678	0.9371980676	0.1015415873
1679	0.9377112506	0.1015186219
1680	0.9377112506	0.1015154027
1681	0.9377112506	0.1015054304
1682	0.9377112506	0.1015007767
1683	0.9377112506	0.101460211
1684	0.9377112506	0.1014582049
1685	0.9377112506	0.1014428674
1686	0.9377112506	0.1014345863
1687	0.9377112506	0.1014284046
1688	0.9377112506	0.1014229577
1689	0.9377112506	0.1014180941
1690	0.9377112506	0.1013323556
1691	0.9377112506	0.1013033018
1692	0.9377112506	0.1012978199
1693	0.9377112506	0.1012927346
1694	0.9377112506	0.1011949011
1695	0.9377112506	0.1011585459
1696	0.9377112506	0.1011526092
1697	0.9377112506	0.1011210594
1698	0.9377112506	0.1011166273
1699	0.9377112506	0.1011105972
1700	0.9377112506	0.1010978024
1701	0.9377112506	0.1010818117
1702	0.9377112506	0.1010779744
1703	0.9377112506	0.1010733557
1704	0.9377112506	0.1010501103
1705	0.9377112506	0.1009931807
1706	0.9377112506	0.1009897283
1707	0.9377112506	0.1009416863
1708	0.9377112506	0.1008836136
1709	0.9377112506	0.1008388957
1710	0.9377112506	0.1008190328
1711	0.9377112506	0.1008147873
1712	0.9377112506	0.100809667
1713	0.9382239382	0.1007684948
1714	0.9387361312	0.1007199746
1715	0.9387361312	0.1007143644
1716	0.9386769676	0.1006729473
1717	0.9386769676	0.1006652027
1718	0.9386769676	0.1006598142
1719	0.9387361312	0.1006378635
1720	0.9387361312	0.1005902297
1721	0.9387361312	0.1005387236
