iter	F1	Logloss
369	0.8582955119	0.1731838326
370	0.858728557	0.1730060457
371	0.858728557	0.1728014794
372	0.858728557	0.1727253866
373	0.8598790323	0.1725714516
374	0.8598790323	0.1723673985
375	0.8604534005	0.1721868473
376	0.8604534005	0.1720785283
377	0.8604534005	0.1719781521
378	0.8604534005	0.1718893461
379	0.8604534005	0.171698776
380	0.8603126576	0.171526191
381	0.8598790323	0.171405497
382	0.8598790323	0.1713060772
383	0.8598790323	0.1712231263
384	0.8598790323	0.1710551251
385	0.8610271903	0.1708868323
386	0.8610271903	0.1706694478
387	0.8610271903	0.1705610588
388	0.8610271903	0.1704201635
389	0.8610271903	0.1703333287
390	0.8610271903	0.1702598952
391	0.8610271903	0.1701155826
392	0.8620342397	0.1699549994
393	0.8620342397	0.1698430063
394	0.8616004026	0.1697286923
395	0.8616004026	0.1696526578
396	0.8616004026	0.1694915381
397	0.8616004026	0.1693967954
398	0.8616004026	0.1692423122
399	0.8621730382	0.1691158214
400	0.8626069451	0.1688972122
401	0.8626069451	0.16881888
402	0.8631790744	0.1687235775
403	0.8636134877	0.168515967
404	0.8636134877	0.1684056651
405	0.8636134877	0.1682442655
406	0.8641851107	0.1681614079
407	0.8641851107	0.1677526601
408	0.8650553877	0.1676876477
409	0.8650553877	0.1674814951
410	0.8650553877	0.1674065221
411	0.8644836272	0.1673360861
412	0.8644836272	0.1671470556
413	0.8644836272	0.1670862421
414	0.8640483384	0.1668979463
415	0.8640483384	0.166692272
416	0.8640483384	0.1665403314
417	0.8657616893	0.1664650784
418	0.8651911469	0.1663683529
419	0.8651911469	0.1662746249
420	0.8646200302	0.1661791941
421	0.8646200302	0.1661169926
422	0.8646200302	0.1659901286
423	0.8640483384	0.1658623431
424	0.8640483384	0.1657793922
425	0.8657616893	0.1657010368
426	0.8646200302	0.1655311111
427	0.8646200302	0.1653789139
428	0.8657616893	0.1652910643
429	0.8663316583	0.1651840399
430	0.8669010547	0.1650240282
431	0.8664658635	0.1648175841
432	0.8664658635	0.1646638007
433	0.8664658635	0.1645880345
434	0.8664658635	0.1644583129
435	0.8664658635	0.1643741024
436	0.8664658635	0.1642008409
437	0.8664658635	0.164099625
438	0.8664658635	0.1639608992
439	0.8670346212	0.1638410916
440	0.8676028084	0.1636626748
441	0.8670346212	0.1635312387
442	0.8670346212	0.1633726383
443	0.8670346212	0.1633031821
444	0.8670346212	0.1632302735
445	0.8681704261	0.1630807356
446	0.8681704261	0.1629463369
447	0.8693039559	0.1627464477
448	0.8693039559	0.1626667742
449	0.8693039559	0.1624314046
450	0.8693039559	0.1623364286
451	0.8693039559	0.1622749036
452	0.8698698699	0.1621218899
453	0.8708708709	0.1618595076
454	0.871743487	0.1617364109
455	0.871743487	0.161664412
456	0.8721804511	0.1615998545
457	0.8721804511	0.1615232719
458	0.8721804511	0.1613456249
459	0.8721804511	0.1612880538
460	0.8721804511	0.1612150636
461	0.8721804511	0.161155463
462	0.8721804511	0.1609857589
463	0.8721804511	0.1608653332
464	0.8721804511	0.1607158186
465	0.8721804511	0.1606315731
466	0.872745491	0.1605688817
467	0.872745491	0.1605000087
468	0.8733099649	0.1603669163
469	0.8733099649	0.1602475053
470	0.873747495	0.1601893744
471	0.8733099649	0.1600997753
472	0.8733099649	0.1599623208
473	0.8733099649	0.1597671203
474	0.8733099649	0.1596889281
475	0.8733099649	0.1596119722
476	0.8738738739	0.1594490096
477	0.8738738739	0.1593834607
478	0.8734367184	0.159227298
479	0.8734367184	0.1591609909
480	0.8734367184	0.1590358297
481	0.874	0.1589291786
482	0.874	0.1588361038
483	0.8734367184	0.1587140568
484	0.8744372186	0.1585604367
485	0.8744372186	0.1584747915
486	0.8751248751	0.1582675892
487	0.8756864703	0.1581386258
488	0.8756864703	0.1579624251
489	0.8756864703	0.1577940623
490	0.8756864703	0.1577376226
491	0.8773678963	0.157579687
492	0.8773678963	0.1575111172
493	0.8778054863	0.1573882888
494	0.8778054863	0.1573063526
495	0.8778054863	0.1572310996
496	0.8778054863	0.1571741583
497	0.8773678963	0.1570798122
498	0.8773678963	0.1570304289
499	0.8794820717	0.1568952138
500	0.8794820717	0.1568076908
501	0.8794820717	0.1567445795
502	0.8794820717	0.1566403194
503	0.8794820717	0.1564927527
504	0.8794820717	0.1564282884
505	0.8800398208	0.1563489766
506	0.8800398208	0.1562952194
507	0.8804780876	0.1562370068
508	0.8804780876	0.1561799256
509	0.8804780876	0.1560088686
510	0.8804780876	0.1559408586
511	0.881035341	0.1558179019
512	0.881035341	0.155653563
513	0.881035341	0.1555937409
514	0.8814741036	0.1555048416
515	0.8819133034	0.1553574964
516	0.8819133034	0.1552764234
517	0.8819133034	0.1552022434
518	0.8824701195	0.155154493
519	0.8824701195	0.1550615815
520	0.8835820896	0.1549682501
521	0.8835820896	0.1549424387
522	0.8830263813	0.1548530496
523	0.8825870647	0.1547141371
524	0.8831427151	0.1544444301
525	0.8831427151	0.1543627855
526	0.8832588177	0.1542357349
527	0.8827037773	0.1541527723
528	0.8832588177	0.1540283576
529	0.8827037773	0.1539384903
530	0.8827037773	0.1538257158
531	0.8827037773	0.1537723202
532	0.8827037773	0.15371763
533	0.8838133069	0.15350827
534	0.8832588177	0.153408442
535	0.8828202582	0.1533627677
536	0.8822652757	0.1532209977
537	0.8822652757	0.1531687568
538	0.8828202582	0.1531231642
539	0.8822652757	0.1529831204
540	0.8828202582	0.1529332472
541	0.8839285714	0.1527261266
542	0.8829365079	0.1526229628
543	0.8834903322	0.1525796329
544	0.8834903322	0.1525352182
545	0.8829365079	0.1524819626
546	0.8833746898	0.1524142209
547	0.8839285714	0.152363613
548	0.8844819038	0.1523220792
549	0.8840436075	0.1522146816
550	0.8834903322	0.1520908734
551	0.8834903322	0.1519671352
552	0.8840436075	0.1518837411
553	0.8840436075	0.1517815687
554	0.8845963348	0.1517275084
555	0.8851485149	0.1516450473
556	0.8845963348	0.1514250269
557	0.8851485149	0.1512516488
558	0.8851485149	0.1511907769
559	0.8851485149	0.1510583144
560	0.8851485149	0.1509215364
561	0.8857001484	0.150768791
562	0.8857001484	0.1507257643
563	0.8857001484	0.1505749785
564	0.8851485149	0.1504501906
565	0.8851485149	0.1504004573
566	0.8851485149	0.150332669
567	0.8851485149	0.1502168503
568	0.8851485149	0.1501632682
569	0.8851485149	0.1500561038
570	0.8845963348	0.1499129226
571	0.8851485149	0.1498302749
572	0.8857001484	0.1497794453
573	0.8862512364	0.1496404629
574	0.8857001484	0.149508257
575	0.8857001484	0.1493997864
576	0.8851485149	0.1492512282
577	0.8857001484	0.1491896332
578	0.8857001484	0.1491047812
579	0.8857001484	0.1490302047
580	0.8868017795	0.1487786344
581	0.8873517787	0.1486278368
582	0.8868017795	0.1485365932
583	0.8868017795	0.1484575612
584	0.8868017795	0.1483728608
585	0.8868017795	0.1482453553
586	0.8868017795	0.1481982114
587	0.8868017795	0.1480571529
588	0.8879012346	0.1480142545
589	0.8879012346	0.1478454252
590	0.8879012346	0.147716765
591	0.8884501481	0.1476485801
592	0.8884501481	0.1476084926
593	0.88899852	0.1474742806
594	0.88899852	0.1473992025
595	0.88899852	0.1473227482
596	0.88899852	0.147270449
597	0.88899852	0.1471744233
598	0.88899852	0.1471351406
599	0.8891079349	0.1470751435
600	0.88899852	0.1470378436
601	0.88899852	0.1469877138
602	0.8884501481	0.1468610714
603	0.8884501481	0.146815817
604	0.8884501481	0.146772767
605	0.8884501481	0.14674327
606	0.88899852	0.1466825847
607	0.88899852	0.146621153
608	0.88899852	0.1465803424
609	0.88899852	0.1464890871
610	0.8894373149	0.1463003598
611	0.8894373149	0.146210679
612	0.8899851998	0.1461612374
613	0.8900936422	0.1461209516
614	0.8900936422	0.1460761871
615	0.8900936422	0.1459856432
616	0.8899851998	0.1458741867
617	0.8888888889	0.1458179103
618	0.8888888889	0.1457308305
619	0.8900936422	0.1456085969
620	0.8900936422	0.1455697924
621	0.8906403941	0.1454380997
622	0.8906403941	0.145348419
623	0.8906403941	0.145243389
624	0.8906403941	0.1452269901
625	0.8911866076	0.1451032286
626	0.8911866076	0.1450686463
627	0.8911866076	0.1450185982
628	0.8921713442	0.1448747521
629	0.8921713442	0.1448353644
630	0.8921713442	0.1447488795
631	0.8932611904	0.1447033101
632	0.8932611904	0.1446676314
633	0.8932611904	0.1445030476
634	0.8932611904	0.1444664942
635	0.8921713442	0.1443537897
636	0.8932611904	0.1443153817
637	0.8931560807	0.1441722588
638	0.8931560807	0.1441219074
639	0.8922774225	0.1440240272
640	0.8922774225	0.1439275583
641	0.8922774225	0.1438018956
642	0.8922774225	0.1437110019
643	0.8927165354	0.1436462577
644	0.8927165354	0.14360694
645	0.8927165354	0.1435387085
646	0.8937007874	0.1434120194
647	0.8937007874	0.1433004463
648	0.8937007874	0.1432630414
649	0.8931560807	0.1431929787
650	0.8931560807	0.1431235808
651	0.8931560807	0.1430253157
652	0.8937007874	0.1429352384
653	0.8937007874	0.1428979968
654	0.8932611904	0.1427685318
655	0.8932611904	0.1427149263
656	0.8932611904	0.1426291879
657	0.8943488943	0.1424956756
658	0.8947885939	0.1424567778
659	0.8953316953	0.1423621984
660	0.8957718781	0.1422606675
661	0.8953316953	0.1421404634
662	0.8953316953	0.1420920598
663	0.8953316953	0.1420158854
664	0.8953316953	0.1419885695
665	0.8953316953	0.1419576495
666	0.8957718781	0.1418491089
667	0.8957718781	0.1417697853
668	0.8957718781	0.1417357395
669	0.8957718781	0.1416814226
670	0.8957718781	0.141540574
671	0.8953316953	0.1414398246
672	0.8953316953	0.1414114473
673	0.8954344624	0.1410907007
674	0.8954344624	0.1410400811
675	0.8954344624	0.1410030027
676	0.8968565815	0.1408967948
677	0.8977384464	0.1408027636
678	0.8977384464	0.1406977803
679	0.8968565815	0.1405752901
680	0.8964162985	0.1404672627
681	0.8968565815	0.1403555496
682	0.8968565815	0.1402945027
683	0.8968565815	0.1402586374
684	0.8972972973	0.1402200545
685	0.8972972973	0.1401699364
686	0.8978388998	0.1401144648
687	0.8983799705	0.1400825301
688	0.8983799705	0.1400535929
689	0.8988212181	0.140003953
690	0.8982800983	0.1398766574
691	0.8982800983	0.1398374797
692	0.8982800983	0.1398012995
693	0.8977384464	0.1397232939
694	0.8981800295	0.1396979841
695	0.8981800295	0.139646408
696	0.8981800295	0.1396130737
697	0.8986220472	0.1395105048
698	0.8990645002	0.1393071398
699	0.8990645002	0.1391273001
700	0.8991637973	0.1390751176
701	0.8991637973	0.1390003661
702	0.8991637973	0.138970111
703	0.8991637973	0.1389493266
704	0.8997050147	0.1389140911
705	0.8991637973	0.1388128869
706	0.8991637973	0.1387353945
707	0.8997050147	0.138674301
708	0.8997050147	0.1386353915
709	0.8991637973	0.1386034802
710	0.8996062992	0.1384847923
711	0.8990645002	0.1383421009
712	0.8990645002	0.1382691223
713	0.9001475652	0.1382299795
714	0.9001475652	0.1381651421
715	0.9001475652	0.1380463725
716	0.9001475652	0.1379937818
717	0.9001475652	0.1379258885
718	0.9001475652	0.1378179893
719	0.9006882989	0.1377892154
720	0.9006882989	0.1376587824
721	0.9006882989	0.1375577297
722	0.9015748031	0.1375089063
723	0.9015748031	0.1374559539
724	0.9015748031	0.1374257571
725	0.9015748031	0.1373379308
726	0.9015748031	0.1372428965
727	0.9015748031	0.1371897343
728	0.9014778325	0.1370544725
729	0.9014778325	0.1369410565
730	0.9014778325	0.1368431763
731	0.9014778325	0.1368255528
732	0.9014778325	0.1367525625
733	0.9014778325	0.1367277542
734	0.9014778325	0.1365949418
735	0.9014778325	0.1365677425
736	0.9014778325	0.1365232579
737	0.9014778325	0.1364569042
738	0.9024630542	0.1363628729
739	0.9024630542	0.1362484655
740	0.9030034466	0.1362149563
741	0.9035433071	0.1361785545
742	0.9035433071	0.136116178
743	0.9035433071	0.136098951
744	0.9035433071	0.1360350116
745	0.9040826365	0.1359486433
746	0.9040826365	0.1359020009
747	0.9040826365	0.1358356122
748	0.9040826365	0.1357880834
749	0.9040826365	0.1357187322
750	0.9040826365	0.1356685791
751	0.9040826365	0.135641578
752	0.9046214356	0.1355870978
753	0.9046214356	0.1355621029
754	0.9046214356	0.1355305881
755	0.9046214356	0.1354189916
756	0.9046214356	0.1353111391
757	0.9046214356	0.1351961019
758	0.9051597052	0.1351675146
759	0.9051597052	0.135140222
760	0.905697446	0.1350828958
761	0.905697446	0.1350549967
762	0.9051597052	0.1350210209
763	0.9051597052	0.1349931218
764	0.9051597052	0.1348873454
765	0.9051597052	0.1348335183
766	0.9051597052	0.1347305295
767	0.9051597052	0.1347039367
768	0.9051597052	0.1346714305
769	0.9051597052	0.134625243
770	0.905697446	0.1345166324
771	0.905697446	0.1344268117
772	0.905697446	0.1343980378
773	0.905697446	0.1343805658
774	0.905697446	0.1342715936
775	0.9062346588	0.1341813064
776	0.9062346588	0.1340973641
777	0.9062346588	0.1340761948
778	0.9067713445	0.1339813355
779	0.9063266307	0.1339353463
780	0.9063266307	0.1339106546
781	0.9063266307	0.1338213121
782	0.9063266307	0.1337715789
783	0.9057899902	0.1336877066
784	0.9063266307	0.1335724361
785	0.9063266307	0.133498816
786	0.9063266307	0.1334755123
787	0.9068627451	0.1334147571
788	0.9068627451	0.1333319811
789	0.9068627451	0.133307756
790	0.9063266307	0.1332367602
791	0.9063266307	0.1332083479
792	0.9063266307	0.1331621954
793	0.9063266307	0.1331182006
794	0.9063266307	0.1330867558
795	0.9063266307	0.1329907418
796	0.9063266307	0.1329008394
797	0.9068627451	0.1328331328
798	0.9068627451	0.1328071698
799	0.9068627451	0.1327441052
800	0.9068627451	0.1326914327
801	0.9068627451	0.1326063941
802	0.9073075037	0.1325184046
803	0.9073075037	0.1324803465
804	0.9068627451	0.1324051052
805	0.9068627451	0.1323722374
806	0.9068627451	0.1323399995
807	0.9068627451	0.1323042158
808	0.9068627451	0.1322271317
809	0.9073075037	0.1321892719
810	0.9068627451	0.132070584
811	0.9068627451	0.1320485866
812	0.9068627451	0.1320347887
813	0.9073075037	0.1320050001
814	0.9073075037	0.1319746516
815	0.9068627451	0.1319113654
816	0.9068627451	0.1318848426
817	0.9068627451	0.1318628102
818	0.9068627451	0.1318178241
819	0.9068627451	0.1317289248
820	0.9068627451	0.1316691726
821	0.9068627451	0.1316044168
822	0.9068627451	0.1315385063
823	0.9068627451	0.1315188183
824	0.9068627451	0.1313820986
825	0.9068627451	0.1313622006
826	0.9068627451	0.1313336834
827	0.9068627451	0.1312490529
828	0.9079333986	0.1311783021
829	0.9079333986	0.1310757565
830	0.9079333986	0.1309989173
831	0.9068627451	0.1308687058
832	0.9068627451	0.1308027953
833	0.9079333986	0.130759687
834	0.9079333986	0.1306995849
835	0.9079333986	0.1306624249
836	0.9079333986	0.1305466179
837	0.9079333986	0.1304807541
838	0.9084679393	0.1304009757
839	0.9084679393	0.13037247
840	0.9084679393	0.1303482916
841	0.9089128306	0.130227341
842	0.9089128306	0.1302035707
843	0.9089128306	0.1300864108
844	0.9094468918	0.1300555491
845	0.9094468918	0.1300297028
846	0.9094468918	0.1300044863
847	0.9099804305	0.1299686443
848	0.9099804305	0.1299443259
849	0.9099804305	0.1299144673
850	0.9099804305	0.1298981617
851	0.9099804305	0.1296449702
852	0.9099804305	0.129628373
853	0.9099804305	0.1296046611
854	0.9099804305	0.1295486412
855	0.9104258443	0.1295310527
856	0.9104258443	0.1295096851
857	0.9104258443	0.129450866
858	0.9099804305	0.1293533474
859	0.9099804305	0.1293317116
860	0.9099804305	0.1293053754
861	0.9099804305	0.129289443
862	0.9104258443	0.1292635034
863	0.9104258443	0.1291345982
864	0.9104258443	0.1290266291
865	0.9104258443	0.1289996514
866	0.9109589041	0.1289026576
867	0.9109589041	0.1288857689
868	0.9109589041	0.1288316269
869	0.9109589041	0.1287887984
870	0.9109589041	0.128766976
871	0.9109589041	0.1287456201
872	0.9109589041	0.1287086351
873	0.9109589041	0.1286231416
874	0.9109589041	0.1285996863
875	0.9109589041	0.1285115101
876	0.9109589041	0.1284864569
877	0.9109589041	0.1284675737
878	0.9109589041	0.12841349
879	0.9109589041	0.1283688537
880	0.9109589041	0.1283496439
881	0.9109589041	0.1282395054
882	0.9114914425	0.1281838471
